TIMEPOINT	Los Colorados 02	Ucuquer II Eólico	Los Colorados 01	Termopacífico	Bellavista	El Campesino Biogas	Los Guindos	Renaico	La Manga I	Coelemu	Cordillera PV	Santa Julia	Bocamina 02	Yungay 02 Diesel	Curicó	Pampa Solar Norte	Bocamina 01	El Romero	Santa Fe 04	Quellon 02	Chiloé	Quellon 01	HBS	Conejo I	San Juan II	Huajache	Constitucion	Santa Fe 01	Solar Cardones	Curauma	Cabilsol	Santa Maria	Monte Redondo	Skretting	Multiexport II	Quilapilún	Energía Biobio	San Juan IV	Ventanas 02	Horcones TG Diesel	Alturas de ovalle	Salmofood II	Ucuquer I	DAS	Lalackama 2	Watt II	Lebu	Nueva Ventanas	San Francisco TG	Diego de Almagro FV II	Trebal Mapocho	Chuchiñi	Laguna Verde	Cardones	Santa Fe 03	Santa Fe 02	El Pitio	Tapihue	San Juan III	Homero	Linares	Pelícano	Doña Carmen PV	Laja CMPC 03	Laja CMPC 02	Laja CMPC 01	SDGx01	Las Pampas	Casas Blancas FV	Biomar	Los Buenos Aires	Cabo Leones I	Las Mollacas	Placilla	Solar Las Terrazas	Lagunilla	Degañ	PV La Frontera	Lalackama	Molina	Punta Sierra	Eagon	La Acacia	Eólica La Esperanza	Estancilla	Salmofood I	San Pedro Eólico	Raso power 2	Catan Solar	Cordillera 01	Tomaval 2	Tomaval 1	Panquehue II	Raki	Coronel TG Diesel	Maule	cholguan 00	cholguan 01	Punta Colorada 01 Fuel	Cordillera 02	La Chapeana	Cuz cuz	Cordillera 03	Chile generación	San Juan I	Colihues	Monte Patria	Nueva Aldea 02 Diesel	Campiche	Emelda 02	Lomas Coloradas FV	Eólica Lebu II	El Nogal	Don Eugenio	Esperanza II	Bio Cruz	licanten 01	Santuario Solar	San Francisco Solar	Los Alamos	Lonquimay	Amparo del sol	Multiexport I	Talinay Poniente	Guanaco Solar	Eolica Totoral	Las Turcas	El Arrayán	El Queltehue	Orafti	El Molle	Chufken	Los Sauces 2	Colmito GNL 	Escuadron 01	valdivia 03	valdivia 02	valdivia 01	Las Vegas	Antilhue TG 01	valdivia 04	Techos de Altamira	Casablanca 2	Casablanca 1	Talinay Oriente	El Canelo 2	Constitución Elektragen	Celco 02	Celco 03	Los Gorriones	Celco 01	Teno	Espinos 02	Espinos 01	Colmito Diesel	Diego de Almagro TG	Luz del Norte FV	El Canelo 1	La Quinta Solar	Guacolda 05	Guacolda 04	Guacolda 03	Guacolda 02	Guacolda 01	El Cernicalo	San Pedro Eólico II	Los Cururos	San Lorenzo 02	Laguna Verde TG	Chañares	Marchigue II	Newen	Llano de Llampos FV	JCE	Solar Ñilhue	Quintay	Colmito GNL TP	Punitaqui	Pacífico CMPC 01	Totoral	Pacífico CMPC 02	Watt	PV Luna	Nueva Aldea 03	Las Araucarias	Nueva Aldea 01	CTM3 SING	El Pilpen	Pacífico CMPC 03	Los Loros	El Pilar Los Amarillos	Peralillo	Los Sauces 1	Corral	Degañ 2	Ancali 1	Chancon	Valle Solar	PV El Roble	Renca	Huasco TG	Los Pinos	Calle-Calle	Lautaro 1/2	Francisco	Chuyaca	Arauco 03	ENAP_Aconcagua	Valleland	Los pinos biogas	Eólica Las Peñas	Javiera	Trapen	Petropower	Danisco	Luna	Skretting Osorno	Viñales 03	Viñales 02	Viñales 01	San Juan V	CMPC Santa Fe	Esperanza 01	licanten 00	Esperanza 03	Esperanza 02	Yungay 03 Diesel	Escuadron 02	Arauco 02	Los Vientos	Trongol	Arauco 01	El Boco	Tamm	Raso power	PMG Antay I	Sol del Norte	Sarco	San Gregorio	Sol	El Manzano	HBS GNL	Cementos Bio Bio	Portezuelo	Cintac	Salvador FV	El Divisadero PV	Energía Pacífico	La Fortuna 1	Contulmo	Andes Generación TG3	Andes Generación TG2	Andes Generación TG1	Masisa	La Silla	Andes Generación TG4	El Salvador TG	Solar Loma los colorados	Yungay 04 Diesel	Divisadero	CMPC Tissue	Eólica Lebu	Chimbarongo	Antilhue TG 02	Valle de la luna 2	Tirúa	Solar Hornitos	Ventanas 01	Carrera Pinto Etapa II	San Juan VI	Lautaro 2	Santiago Solar	Santa Lidia	Lautaro 1/1	Eolica Canela 02	Eolica Canela 01	Ovejeria	Emelda 01	Cañete	Solar Esperanza	Altos del Paico	Tambo Real	Santa Irene	Tal Tal Eólico	Malgarida	Negrete Cuel	Eolica Punta Colorada	San Lorenzo 01	Curacautin	San Lorenzo 03	Punta Palmeras	San Andres FV	Doña Carmen	Cenizas	Louisiana Pacific	Louisiana Pacific 2	Yungay 01 Diesel	Santa Marta 01	Santa Marta 02	TilTil Solar	CERN	El Peñón	Concon GNL	Carrera Pinto Etapa I	El Paico	Solar Santa Cecilia	Yungay 04 CC Diesel	Diego de Almagro FV	Olivos 02	Olivos 01	Laja 02	Laja 01	Aurora	Con Con
1	2.73	1.575	0.3	12.9086325	0.45	0.15	20.74575	13.2	0.435	0.883524	6.0	0.45	48.372	7.8138	0.3	10.35	18.33	29.4	1.614	1.05	1.35	1.05	0.33	15.6	4.455	0.9	1.05	2.553	0.066	0.375	0.45	51.29865	7.128	0.405	0.24	15.48	1.07244	4.95	31.284	3.645	0.9	0.24	1.065	1.2	2.475	0.24	0.36	37.34832	3.83213985	0.6	1.2339	0.432	6.768	22.84122	2.421	2.5245	0.45	0.96	4.455	0.45	0.075	15.0	6.0	1.5	1.5	0.75	0.1875	0.0555	0.2985	0.36	3.5775	17.325	0.42	0.45	0.4485	0.4425	5.4	0.72	8.25	0.9	12.0	0.36	1.275	1.575	0.45	0.24	5.4	0.402	0.45	0.6	0.24	0.15	0.9	1.35	7.0215	0.9	1.35	0.6	2.49135	1.2	0.42	1.35	1.8	0.18	4.95	3.17625	1.35	1.5	37.34832	5.3568	0.2985	0.5205	0.9	0.45	1.35	0.27	0.88580197875	0.45	0.45	0.12	0.18	0.45	0.12	9.0392778	7.5	6.831	0.45	17.248275	0.15	0.075	0.675	0.24	0.225	8.6565	1.591844262	0.9	1.35	0.9	0.3148425	7.544907	6.0	0.0225	0.135	0.24	13.49865	0.45	1.35	0.3	0.45	0.45	0.45	8.8323	3.6	15.0	8.6565	3.550365	21.15	0.45	0.45	19.755	20.862	20.5656	21.432	21.432	0.45	9.75	16.438356	3.8883	2.68785	5.241	1.35	2.048256303	15.153	0.12	0.165	0.45	8.6565	1.35	1.74	0.45	1.635	0.12	0.39	5.55	0.6	2.1	30.13455	0.45	1.575	6.873	0.45	0.435	0.225	0.12	2.1	0.234	0.435	11.1	1.35	13.8	8.65215	15.4259217	1.08	1.5	0.45	1.695	0.6	11.55	10.11	0.9	1.26	9.75	12.1257	9.446625	0.12	0.444	0.45	0.9	1.5	0.9	3.96	0.75	2.7918	0.88580197875	0.26865	0.23905999995	7.85985	0.27627049185	1.5	19.701	0.42	1.5	0.45	0.0272175	0.402	1.35	0.444	25.32	0.075	0.444	0.345	0.525	2.0298	0.45	0.375	10.2	0.45	2.14578	0.45	0.12	0.9165	0.9165	0.9165	1.65	0.285	1.833	3.550365	0.1605	6.1495463145	9.75	0.6	0.975114	0.45	7.648668	0.45	0.285	0.04777007385	17.01	11.025	4.95	3.036	14.7	20.6415	2.4	8.91	2.695275	1.35	4.9525875	0.6	0.42984	0.315	0.43895833335	0.0555	14.767137	4.2	4.874265	2.9997	4.262175	0.36	1.151535	6.712335	7.59	7.2	2.085	0.435	0.48	7.85985	2.0249982	0.5898	0.375	0.3	12.1257	0.9	3.0	0.315	0.44178	6.1495463145	4.215	3.33	13.95	0.53235	1.18755	18.96	0.345
2	4.55	2.625	0.5	21.5143875	0.75	0.25	34.57625	22.0	0.725	1.47254	10.0	0.75	80.62	13.023	0.5	17.25	30.55	49.0	2.69	1.75	2.25	1.75	0.55	26.0	7.425	1.5	1.75	4.255	0.11	0.625	0.75	85.49775	11.88	0.675	0.4	25.8	1.7874	8.25	52.14	6.075	1.5	0.4	1.775	2.0	4.125	0.4	0.6	62.2472	6.38689975	1.0	2.0565	0.72	11.28	38.0687	4.035	4.2075	0.75	1.6	7.425	0.75	0.125	25.0	10.0	2.5	2.5	1.25	0.3125	0.0925	0.4975	0.6	5.9625	28.875	0.7	0.75	0.7475	0.7375	9.0	1.2	13.75	1.5	20.0	0.6	2.125	2.625	0.75	0.4	9.0	0.67	0.75	1.0	0.4	0.25	1.5	2.25	11.7025	1.5	2.25	1.0	4.15225	2.0	0.7	2.25	3.0	0.3	8.25	5.29375	2.25	2.5	62.2472	8.928	0.4975	0.8675	1.5	0.75	2.25	0.45	1.47633663125	0.75	0.75	0.2	0.3	0.75	0.2	15.065463	12.5	11.385	0.75	28.747125	0.25	0.125	1.125	0.4	0.375	14.4275	2.65307377	1.5	2.25	1.5	0.5247375	12.574845	10.0	0.0375	0.225	0.4	22.49775	0.75	2.25	0.5	0.75	0.75	0.75	14.7205	6.0	25.0	14.4275	5.917275	35.25	0.75	0.75	32.925	34.77	34.276	35.72	35.72	0.75	16.25	27.39726	6.4805	4.47975	8.735	2.25	3.413760505	25.255	0.2	0.275	0.75	14.4275	2.25	2.9	0.75	2.725	0.2	0.65	9.25	1.0	3.5	50.22425	0.75	2.625	11.455	0.75	0.725	0.375	0.2	3.5	0.39	0.725	18.5	2.25	23.0	14.42025	25.7098695	1.8	2.5	0.75	2.825	1.0	19.25	16.85	1.5	2.1	16.25	20.2095	15.744375	0.2	0.74	0.75	1.5	2.5	1.5	6.6	1.25	4.653	1.47633663125	0.44775	0.39843333325	13.09975	0.46045081975	2.5	32.835	0.7	2.5	0.75	0.0453625	0.67	2.25	0.74	42.2	0.125	0.74	0.575	0.875	3.383	0.75	0.625	17.0	0.75	3.5763	0.75	0.2	1.5275	1.5275	1.5275	2.75	0.475	3.055	5.917275	0.2675	10.2492438575	16.25	1.0	1.62519	0.75	12.74778	0.75	0.475	0.07961678975	28.35	18.375	8.25	5.06	24.5	34.4025	4.0	14.85	4.492125	2.25	8.2543125	1.0	0.7164	0.525	0.73159722225	0.0925	24.611895	7.0	8.123775	4.9995	7.103625	0.6	1.919225	11.187225	12.65	12.0	3.475	0.725	0.8	13.09975	3.374997	0.983	0.625	0.5	20.2095	1.5	5.0	0.525	0.7363	10.2492438575	7.025	5.55	23.25	0.88725	1.97925	31.6	0.575
3	6.37	3.675	0.7	30.1201425	1.05	0.35	48.40675	30.8	1.015	2.061556	14.0	1.05	112.868	18.2322	0.7	24.15	42.77	68.6	3.766	2.45	3.15	2.45	0.77	36.4	10.395	2.1	2.45	5.957	0.154	0.875	1.05	119.69685	16.632	0.945	0.56	36.12	2.50236	11.55	72.996	8.505	2.1	0.56	2.485	2.8	5.775	0.56	0.84	87.14608	8.94165965	1.4	2.8791	1.008	15.792	53.29618	5.649	5.8905	1.05	2.24	10.395	1.05	0.175	35.0	14.0	3.5	3.5	1.75	0.4375	0.1295	0.6965	0.84	8.3475	40.425	0.98	1.05	1.0465	1.0325	12.6	1.68	19.25	2.1	28.0	0.84	2.975	3.675	1.05	0.56	12.6	0.938	1.05	1.4	0.56	0.35	2.1	3.15	16.3835	2.1	3.15	1.4	5.81315	2.8	0.98	3.15	4.2	0.42	11.55	7.41125	3.15	3.5	87.14608	12.4992	0.6965	1.2145	2.1	1.05	3.15	0.63	2.06687128375	1.05	1.05	0.28	0.42	1.05	0.28	21.0916482	17.5	15.939	1.05	40.245975	0.35	0.175	1.575	0.56	0.525	20.1985	3.714303278	2.1	3.15	2.1	0.7346325	17.604783	14.0	0.0525	0.315	0.56	31.49685	1.05	3.15	0.7	1.05	1.05	1.05	20.6087	8.4	35.0	20.1985	8.284185	49.35	1.05	1.05	46.095	48.678	47.9864	50.008	50.008	1.05	22.75	38.356164	9.0727	6.27165	12.229	3.15	4.779264707	35.357	0.28	0.385	1.05	20.1985	3.15	4.06	1.05	3.815	0.28	0.91	12.95	1.4	4.9	70.31395	1.05	3.675	16.037	1.05	1.015	0.525	0.28	4.9	0.546	1.015	25.9	3.15	32.2	20.18835	35.9938173	2.52	3.5	1.05	3.955	1.4	26.95	23.59	2.1	2.94	22.75	28.2933	22.042125	0.28	1.036	1.05	2.1	3.5	2.1	9.24	1.75	6.5142	2.06687128375	0.62685	0.55780666655	18.33965	0.64463114765	3.5	45.969	0.98	3.5	1.05	0.0635075	0.938	3.15	1.036	59.08	0.175	1.036	0.805	1.225	4.7362	1.05	0.875	23.8	1.05	5.00682	1.05	0.28	2.1385	2.1385	2.1385	3.85	0.665	4.277	8.284185	0.3745	14.3489414005	22.75	1.4	2.275266	1.05	17.846892	1.05	0.665	0.11146350565	39.69	25.725	11.55	7.084	34.3	48.1635	5.6	20.79	6.288975	3.15	11.5560375	1.4	1.00296	0.735	1.02423611115	0.1295	34.456653	9.8	11.373285	6.9993	9.945075	0.84	2.686915	15.662115	17.71	16.8	4.865	1.015	1.12	18.33965	4.7249958	1.3762	0.875	0.7	28.2933	2.1	7.0	0.735	1.03082	14.3489414005	9.835	7.77	32.55	1.24215	2.77095	44.24	0.805
4	8.19	4.725	0.9	38.7258975	1.35	0.25	62.23725	39.6	1.305	2.650572	18.0	1.32857142857	145.116	23.4414	0.9	31.05	54.99	88.2	4.842	3.15	4.05	3.15	0.99	46.8	13.365	2.7	3.15	7.659	0.198	1.10714285714	1.32857142857	153.89595	21.384	1.215	0.72	46.44	3.21732	14.85	93.852	10.935	2.7	0.72	3.195	3.6	7.425	0.72	1.08	112.04496	11.49641955	1.8	3.7017	1.296	19.9817142857	68.52366	7.263	7.5735	1.35	2.83428571429	13.365	1.35	0.225	45.0	18.0	4.5	4.5	2.25	0.5625	0.1665	0.8955	1.08	10.7325	51.975	1.26	1.32857142857	1.3455	1.3275	16.2	2.16	24.75	2.7	36.0	1.08	3.825	4.725	1.35	0.72	16.2	1.206	1.32857142857	1.8	0.4	0.25	2.7	4.05	21.0645	2.7	4.05	1.8	7.47405	3.6	1.26	4.05	5.4	0.54	14.85	9.52875	4.05	4.5	112.04496	16.0704	0.8955	1.5615	2.7	1.35	4.05	0.45	2.65740593625	1.35	0.75	0.36	0.54	1.35	0.36	27.1178334	22.5	20.493	1.35	51.744825	0.25	0.225	1.99285714286	0.72	0.675	25.5572857143	4.775532786	2.7	4.05	2.7	0.5247375	22.634721	18.0	0.0675	0.398571428571	0.708571428571	40.49595	1.35	4.05	0.9	1.35	1.35	1.35	26.4969	10.6285714286	45.0	25.5572857143	10.651095	63.45	1.35	1.35	59.265	62.586	61.6968	64.296	64.296	1.35	29.25	49.315068	11.6649	7.93555714286	15.723	4.05	6.144768909	45.459	0.36	0.275	1.02857142857	25.9695	4.05	5.22	1.32857142857	4.905	0.36	1.17	16.65	1.0	6.3	90.40365	0.75	4.725	20.619	1.35	1.305	0.675	0.36	6.3	0.702	1.305	33.3	4.05	23.0	25.95645	46.2777651	3.24	4.5	1.35	5.085	1.8	34.1	30.33	2.7	3.78	29.25	36.3771	28.339875	0.36	1.332	1.35	2.7	4.5	2.7	11.88	2.25	8.3754	2.65740593625	0.80595	0.71717999985	23.57955	0.82881147555	4.5	32.835	1.26	4.5	1.32857142857	0.0816525	1.206	4.05	1.332	75.96	0.225	1.332	1.035	1.575	6.0894	1.35	1.125	30.6	1.35	6.43734	1.32857142857	0.36	2.7495	2.7495	2.7495	4.95	0.855	5.499	10.651095	0.4815	18.4486389435	29.25	1.8	2.925342	1.35	22.946004	0.75	0.855	0.14331022155	51.03	33.075	14.85	9.108	44.1	61.9245	7.2	26.73	8.085825	2.25	14.8577625	1.8	1.28952	0.945	1.31687500005	0.1665	44.301411	12.6	14.622795	8.9991	12.786525	1.08	3.454605	20.137005	22.77	21.6	6.255	1.305	1.44	23.57955	6.0749946	1.7694	1.125	0.9	36.3771	2.65714285714	9.0	0.945	1.32534	18.4486389435	12.645	9.83142857143	41.85	1.59705	3.56265	56.88	0.788571428571
5	6.37	5.775	0.7	30.1201425	1.05	0.15	76.06775	48.4	1.595	3.239588	22.0	1.02857142857	177.364	28.6506	1.1	37.95	67.21	107.8	5.918	3.85	4.95	3.85	1.21	57.2	10.395	3.3	3.85	9.361	0.242	0.857142857143	1.02857142857	188.09505	16.632	1.485	0.88	36.12	3.93228	18.15	72.996	13.365	2.1	0.88	3.905	4.4	9.075	0.88	1.32	87.14608	14.05117945	2.2	4.5243	1.008	15.4697142857	53.29618	8.877	9.2565	1.65	2.19428571429	16.335	1.65	0.275	55.0	14.0	5.5	5.5	2.75	0.4375	0.2035	0.6965	1.32	13.1175	63.525	0.98	1.02857142857	1.6445	1.0325	19.8	2.64	30.25	3.3	28.0	1.32	4.675	5.775	1.65	0.88	19.8	1.474	1.02857142857	2.2	0.24	0.15	2.1	4.95	25.7455	3.3	4.95	2.2	5.81315	4.4	0.98	4.95	6.6	0.66	15.3689214697	11.64625	3.15	5.5	87.14608	12.4992	0.6965	1.9085	3.3	1.05	4.95	0.27	3.24794058875	1.05	0.45	0.44	0.66	1.05	0.44	21.0916482	27.5	15.939	1.65	40.245975	0.15	0.275	1.54285714286	0.88	0.825	19.7862857143	5.836762294	3.3	4.95	3.3	0.3148425	27.664659	22.0	0.0525	0.308571428571	0.548571428571	31.49685	1.65	4.95	1.1	1.65	1.65	1.65	32.3851	8.22857142857	35.0	19.7862857143	8.284185	77.55	1.65	1.05	72.435	76.494	75.4072	78.584	78.584	1.65	35.75	38.356164	9.0727	6.14365714286	19.217	4.95	7.510273111	55.561	0.44	0.165	0.728571428571	20.1985	3.15	6.38	1.02857142857	5.995	0.44	1.43	20.35	0.6	7.7	110.49335	0.45	5.775	25.201	1.65	1.595	0.825	0.44	7.7	0.858	1.595	40.7	4.95	13.8	20.18835	35.9938173	3.96	5.5	1.65	6.215	2.2	26.4	37.07	3.3	4.62	35.75	44.4609	34.637625	0.44	1.036	1.65	3.3	5.5	3.3	14.52	2.75	10.2366	3.24794058875	0.98505	0.87655333315	28.81945	1.01299180345	5.5	19.701	1.54	5.5	1.02857142857	0.0997975	1.474	4.95	1.036	92.84	0.275	1.036	1.265	1.925	7.4426	1.65	1.375	37.4	1.05	7.86786	1.02857142857	0.44	2.1385	2.1385	2.1385	6.05	0.665	4.277	8.284185	0.3745	22.5483364865	35.75	2.2	3.575418	1.65	28.045116	0.45	1.045	0.17515693745	39.69	40.425	18.15	11.132	34.3	75.6855	8.8	20.79	6.288975	1.35	11.5560375	2.2	1.57608	1.155	1.02423611115	0.2035	54.146169	15.4	17.872305	6.9993	9.945075	1.32	2.686915	15.662115	27.83	16.8	4.865	1.595	1.76	28.81945	7.4249934	2.1626	0.875	1.1	28.2933	2.05714285714	11.0	1.155	1.61986	22.5483364865	15.455	7.61142857143	32.55	1.95195	4.35435	69.52	0.558571428571
6	8.19	6.825	0.9	38.7258975	1.35	0.142857142857	89.89825	57.2	1.885	3.828604	26.0	1.32857142857	209.612	33.8598	1.3	44.85	79.43	127.4	6.994	4.55	5.85	4.55	1.43	67.6	13.365	3.9	4.55	11.063	0.286	1.10714285714	1.32857142857	222.29415	21.384	1.755	1.04	46.44	4.64724	21.45	93.852	15.795	2.7	1.04	4.615	5.2	10.725	1.04	1.56	112.04496	16.60593935	2.6	5.3469	1.296	19.9817142857	68.52366	10.491	10.9395	1.95	2.83428571429	19.305	1.95	0.325	65.0	18.0	6.5	6.5	3.25	0.5625	0.2405	0.8955	1.56	15.5025	75.075	1.26	1.32857142857	1.9435	1.3275	23.4	3.12	35.75	3.9	36.0	1.56	5.525	6.825	1.95	1.04	23.4	1.742	1.32857142857	2.6	0.228571428571	0.242857142857	2.7	5.85	30.4265	3.9	5.85	2.6	7.47405	5.2	1.26	5.85	7.8	0.78	18.6689214697	13.76375	4.05	6.5	112.04496	16.0704	0.8955	2.2555	3.9	1.35	5.85	0.437142857143	3.83847524125	1.35	0.428571428571	0.52	0.78	1.35	0.52	27.1178334	32.5	20.493	1.95	51.744825	0.242857142857	0.325	1.99285714286	1.04	0.975	25.5572857143	6.897991802	3.9	5.85	3.9	0.509745	32.694597	26.0	0.0675	0.398571428571	0.708571428571	40.49595	1.95	5.85	1.3	1.95	1.95	1.95	38.2733	10.6285714286	45.0	25.5572857143	10.651095	91.65	1.95	1.35	85.605	90.402	89.1176	92.872	92.872	1.95	42.25	49.315068	11.6649	7.93555714286	22.711	5.85	8.875777313	65.663	0.52	0.267142857143	1.02857142857	25.5572857143	4.05	7.54	1.32857142857	7.085	0.52	1.69	24.05	0.571428571429	9.1	130.58305	0.428571428571	6.825	29.783	1.95	1.885	0.975	0.52	9.1	1.014	1.885	48.1	5.85	13.1428571429	25.95645	46.2777651	4.68	6.5	1.95	7.345	2.6	34.1	43.81	3.9	5.46	42.25	52.5447	40.935375	0.52	1.332	1.95	3.9	6.5	3.9	17.16	3.25	12.0978	3.83847524125	1.16415	1.03592666645	34.05935	1.19717213135	6.5	18.7628571429	1.82	6.5	1.32857142857	0.1179425	1.742	5.85	1.332	109.72	0.325	1.332	1.495	2.275	8.7958	1.95	1.625	44.2	1.35	9.29838	1.32857142857	0.52	2.7495	2.7495	2.7495	7.15	0.855	5.499	10.651095	0.4815	26.6480340295	42.25	2.6	4.225494	1.95	33.144228	0.428571428571	1.235	0.20700365335	51.03	47.775	21.45	13.156	24.5	89.4465	10.4	26.73	8.085825	1.28571428571	14.8577625	2.6	1.86264	1.365	1.31687500005	0.2405	63.990927	18.2	21.121815	8.9991	12.786525	1.56	3.454605	20.137005	32.89	21.6	6.255	1.885	2.08	34.05935	8.7749922	2.5558	1.125	1.3	36.3771	2.65714285714	13.0	1.365	1.91438	26.6480340295	18.265	9.83142857143	41.85	2.30685	5.14605	82.16	0.788571428571
7	10.01	7.875	1.1	47.3316525	1.65	0.242857142857	103.72875	66.0	2.175	4.41762	30.0	1.62857142857	241.86	39.069	1.5	51.75	91.65	147.0	8.07	5.25	6.75	5.25	1.65	78.0	16.335	4.5	5.25	12.765	0.33	1.35714285714	1.62857142857	256.49325	26.136	2.025	1.2	56.76	5.3622	24.75	114.708	18.225	3.3	1.2	5.325	6.0	12.375	1.2	1.8	136.94384	19.16069925	3.0	6.1695	1.584	24.4937142857	83.75114	12.105	12.6225	2.25	3.47428571429	22.275	2.25	0.375	75.0	22.0	7.5	7.5	3.75	0.6875	0.2775	1.0945	1.8	17.8875	86.625	1.54	1.62857142857	2.2425	1.6225	27.0	3.6	41.25	4.5	44.0	1.8	6.375	7.875	2.25	1.2	27.0	2.01	1.62857142857	3.0	0.388571428571	0.342857142857	3.3	6.75	35.1075	4.5	6.75	3.0	9.13495	6.0	1.54	6.75	9.0	0.9	21.9689214697	15.88125	4.95	7.5	136.94384	19.6416	1.0945	2.6025	4.5	1.65	6.75	0.617142857143	4.42900989375	1.65	0.728571428571	0.6	0.9	1.65	0.6	33.1440186	37.5	25.047	2.25	63.243675	0.342857142857	0.375	2.44285714286	1.2	1.125	31.3282857143	7.95922131	4.5	6.75	4.5	0.71964	37.724535	30.0	0.0825	0.488571428571	0.868571428571	49.49505	2.25	6.75	1.5	2.25	2.25	2.25	44.1615	13.0285714286	55.0	31.3282857143	13.018005	105.75	2.25	1.65	98.775	104.31	102.828	107.16	107.16	2.25	48.75	60.273972	14.2571	9.72745714286	26.205	6.75	10.241281515	75.765	0.6	0.377142857143	1.32857142857	31.3282857143	4.95	8.7	1.62857142857	8.175	0.6	1.95	27.75	0.971428571429	10.5	150.67275	0.728571428571	7.875	34.365	2.25	2.175	1.125	0.6	10.5	1.17	2.175	55.5	6.75	22.3428571429	31.72455	56.5617129	5.4	7.5	2.25	8.475	3.0	41.8	50.55	4.5	6.3	48.75	60.6285	47.233125	0.6	1.628	2.25	4.5	7.5	4.5	19.8	3.75	13.959	4.42900989375	1.34325	1.19529999975	39.29925	1.38135245925	7.5	31.8968571429	2.1	7.5	1.62857142857	0.1360875	2.01	6.75	1.628	126.6	0.375	1.628	1.725	2.625	10.149	2.25	1.875	51.0	1.65	10.7289	1.62857142857	0.6	3.3605	3.3605	3.3605	8.25	1.045	6.721	13.018005	0.5885	30.7477315725	48.75	3.0	4.87557	2.25	38.24334	0.728571428571	1.425	0.23885036925	62.37	55.125	24.75	15.18	34.3	103.2075	12.0	32.67	9.882675	2.18571428571	18.1594875	3.0	2.1492	1.575	1.60951388895	0.2775	73.835685	21.0	24.371325	10.9989	15.627975	1.8	4.222295	24.611895	37.95	26.4	7.645	2.175	2.4	39.29925	10.124991	2.949	1.375	1.5	44.4609	3.25714285714	15.0	1.575	2.2089	30.7477315725	21.075	12.0514285714	51.15	2.66175	5.93775	94.8	1.01857142857
8	11.83	8.925	1.3	55.9374075	1.95	0.342857142857	117.55925	74.8	2.465	5.006636	34.0	1.32857142857	274.108	44.2782	1.7	58.65	103.87	166.6	9.146	5.95	7.65	5.95	1.87	88.4	19.305	5.1	5.95	14.467	0.374	1.10714285714	1.32857142857	290.69235	30.888	2.295	1.36	67.08	6.07716	28.05	135.564	20.655	3.9	1.36	6.035	6.8	14.025	1.36	2.04	161.84272	21.71545915	3.4	6.9921	1.872	19.9817142857	98.97862	13.719	14.3055	2.55	2.83428571429	25.245	2.55	0.425	85.0	26.0	8.5	8.5	4.25	0.8125	0.3145	1.2935	2.04	20.2725	98.175	1.82	1.32857142857	2.5415	1.9175	30.6	4.08	46.75	5.1	52.0	2.04	7.225	8.925	2.55	1.36	30.6	2.278	1.32857142857	3.4	0.548571428571	0.442857142857	3.9	7.65	39.7885	5.1	7.65	3.4	10.79585	6.8	1.82	7.65	10.2	1.02	25.2689214697	17.99875	5.85	8.5	161.84272	23.2128	1.2935	2.9495	5.1	1.95	7.65	0.797142857143	5.01954454625	1.95	1.02857142857	0.68	1.02	1.95	0.68	39.1702038	42.5	29.601	2.55	74.742525	0.442857142857	0.425	1.99285714286	1.36	1.275	25.5572857143	9.020450818	5.1	7.65	5.1	0.929535	42.754473	34.0	0.0975	0.398571428571	0.708571428571	58.49415	2.55	7.65	1.7	2.55	2.55	2.55	50.0497	10.6285714286	65.0	25.5572857143	15.384915	119.85	2.55	1.95	111.945	118.218	116.5384	121.448	121.448	2.55	55.25	71.232876	16.8493	7.93555714286	29.699	7.65	11.606785717	85.867	0.68	0.487142857143	1.02857142857	25.5572857143	5.85	9.86	1.32857142857	9.265	0.68	2.21	31.45	1.37142857143	11.9	170.76245	1.02857142857	8.925	38.947	2.55	2.465	1.275	0.679999999999	11.9	1.326	2.465	62.9	7.65	31.5428571429	37.49265	66.8456607	6.12	8.5	2.55	9.605	3.4	34.1	57.29	5.1	7.14	55.25	68.7123	53.530875	0.68	1.924	2.55	5.1	8.5	5.1	22.44	4.25	15.8202	5.01954454625	1.52235	1.35467333305	44.53915	1.56553278715	8.5	45.0308571429	2.38	8.5	1.32857142857	0.1542325	2.278	7.65	1.924	143.48	0.425	1.924	1.955	2.975	11.5022	2.55	2.125	57.8	1.95	12.15942	1.32857142857	0.68	3.9715	3.9715	3.9715	9.35	1.235	7.943	15.384915	0.6955	34.8474291155	55.25	3.4	5.525646	2.55	43.342452	1.02857142857	1.615	0.27069708515	73.71	62.475	28.05	17.204	33.6	116.9685	13.6	38.61	11.679525	3.08571428571	21.4612125	3.4	2.43576	1.785	1.90215277785	0.3145	83.680443	23.8	27.620835	12.9987	18.469425	2.04	4.989985	29.086785	43.01	31.2	9.035	2.465	2.72	44.53915	11.4749898	3.3422	1.625	1.7	52.5447	2.65714285714	17.0	1.785	2.50342	34.8474291155	23.885	9.83142857143	60.45	3.01665	6.72945	107.44	0.788571428571
