DemIndNum,DemIndAñoFRlt,DemIndAñoIni,DemIndAñoFin,DemIndBar,DemIndTasa,DemIndFPot,DemIndEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
273,F,2019,2019,Maitencillo 220,0,F,EtaMes,105.0633581,99.76793696,107.4132165,107.8795871,108.4559329,106.6871876,108.8953087,102.1300033,104.0068542,101.140866,106.4427869,107.0061126
274,F,2020,2020,Maitencillo 220,0,F,EtaMes,105.5820633,100.0722777,108.0310849,108.5161474,109.1095551,107.2711852,109.6279617,102.773627,104.6188044,95.25390285,101.4744811,102.03232
275,F,2021,2021,Maitencillo 220,0,F,EtaMes,100.6267413,95.21552252,103.0232752,103.4999381,104.096197,102.2863691,104.654186,98.05854199,99.80411069,96.41688611,104.0447009,104.6282979
276,F,2022,2022,Maitencillo 220,0,F,EtaMes,103.152659,97.44586179,105.6885415,106.1909364,106.8067667,104.9023067,107.4445896,100.6424859,102.3883062,96.87642691,105.9448247,106.5525963
277,F,2023,2023,Maitencillo 220,0,F,EtaMes,105.0114288,99.03339995,107.6735429,108.1994789,108.8356424,106.8433839,109.5539216,102.5823177,104.3189956,96.69910766,107.1401617,107.7687026
278,F,2024,2024,Maitencillo 220,0,F,EtaMes,106.1714457,99.96225056,108.9408566,109.486872,110.1408257,108.0736017,110.9345499,103.838499,105.5565163,97.2088786,109.0119741,109.6653928
279,F,2025,2025,Maitencillo 220,0,F,EtaMes,108.0025603,101.5316962,110.8908459,111.4596746,112.137774,109.984403,113.0081487,105.7429231,107.4584335,98.48028428,111.7451554,112.4285191
280,F,2026,2026,Maitencillo 220,0,F,EtaMes,110.6870312,103.9027215,113.7175988,114.3137864,115.0210168,112.7644251,115.9752191,108.483581,110.2094899,99.48550179,114.1760782,114.8880272
281,F,2027,2027,Maitencillo 220,0,F,EtaMes,113.0716752,105.9916477,116.2356431,116.8576325,117.5936018,115.2391702,118.6291741,110.9299474,112.6632092,100.9253164,117.1456299,117.8889592
282,F,2028,2028,Maitencillo 220,0,F,EtaMes,115.9897762,108.577253,119.3053792,119.956352,120.7220751,118.2584774,121.8455042,113.9036776,115.6485576,102.3317816,120.0212705,120.7952624
283,F,2029,2029,Maitencillo 220,0,F,EtaMes,118.8153435,111.0817962,122.2764037,122.9553512,123.7512482,121.1817403,124.959226,116.7815109,118.539562,101.3997585,120.1435329,120.9305952
284,F,2030,2030,Maitencillo 220,0,F,EtaMes,118.9153759,111.0391954,122.4417367,123.133026,123.9412154,121.3249182,125.205608,116.9795301,118.711166,99.73597144,119.3906635,120.1855905
285,F,2031,*,Maitencillo 220,0,F,EtaMes,118.1490196,110.1878322,121.7138947,122.4125083,123.2286113,120.5841814,124.5399936,116.3242731,118.0187136,99.43728163,120.1872022,120.9999261
286,F,2017,2017,Melipilla 220,0,F,EtaMes,4.714224354,4.820509228,5.266662749,5.31213397,5.170305068,4.716104609,5.323550411,5.472884789,5.699757667,6.129408897,6.317508565,6.615460626
287,F,2018,2018,Melipilla 220,0,F,EtaMes,5.46133177,5.350911912,5.825569413,5.895076642,5.743170726,5.297322635,6.001863814,6.398169101,6.680653878,6.955665907,7.158886958,7.528590298
288,F,2019,2019,Melipilla 220,0,F,EtaMes,5.80689059,5.789078998,6.349968094,6.411175565,6.203070297,5.623121048,6.379261238,6.698128879,6.966230796,7.064967386,7.271209822,7.638758462
289,F,2020,2020,Melipilla 220,0,F,EtaMes,5.89113228,5.872978029,6.441337049,6.503165614,6.293749248,5.70816026,6.475157416,6.79902113,7.073072364,7.158956722,7.370110845,7.731212406
290,F,2021,2021,Melipilla 220,0,F,EtaMes,5.961066723,5.942168863,6.518172306,6.578981419,6.368734562,5.779035697,6.55608501,6.884078568,7.164611598,7.254845111,7.467377926,7.824243961
291,F,2022,2022,Melipilla 220,0,F,EtaMes,6.031511749,6.011353586,6.594067682,6.655391931,6.444411484,5.850183003,6.636162073,6.969659125,7.25677586,7.345543575,7.561923306,7.91523333
292,F,2023,2023,Melipilla 220,0,F,EtaMes,6.101553617,6.082381937,6.670069257,6.731872966,6.520533053,5.923319373,6.718339217,7.054507222,7.345782573,7.429988964,7.650012004,7.999348923
293,F,2024,2024,Melipilla 220,0,F,EtaMes,6.166118699,6.147635879,6.740192006,6.802257815,6.590612932,5.990640163,6.794101159,7.132941854,7.42843567,7.746683514,7.959367491,8.266523945
294,F,2025,2025,Melipilla 220,0,F,EtaMes,6.376487769,6.352624777,6.958522922,7.023744544,6.818380325,6.216969785,7.05047695,7.40337339,7.720597705,7.95300613,8.174284356,8.472308585
295,F,2026,2026,Melipilla 220,0,F,EtaMes,6.534068398,6.510378863,7.130180607,7.195336812,6.988381263,6.37839854,7.233241099,7.593869486,7.922408964,8.143184975,8.373794608,8.657818019
296,F,2027,2027,Melipilla 220,0,F,EtaMes,6.67593204,6.653088032,7.284683772,7.349207871,7.142131062,6.526950665,7.401267682,7.767999409,8.107510694,8.325544106,8.565001471,8.834980046
297,F,2028,2028,Melipilla 220,0,F,EtaMes,6.811381105,6.789387576,7.432075998,7.496031576,7.289035736,6.669218863,7.562075838,7.934635438,8.284760673,8.509703924,8.759051272,9.013674178
298,F,2029,2029,Melipilla 220,0,F,EtaMes,6.948104371,6.92743273,7.581066621,7.644189464,7.437549047,6.813740113,7.725495507,8.103292636,8.463962683,8.516681667,8.77043184,9.005829636
299,F,2030,2030,Melipilla 220,0,F,EtaMes,6.941128251,6.922130139,7.573269377,7.63441291,7.432117342,6.816694038,7.728413599,8.10374232,8.467221235,8.484934468,8.741467935,8.953857438
300,F,2031,*,Melipilla 220,0,F,EtaMes,6.900060151,6.883061477,7.527692207,7.586791416,7.390664482,6.788026854,7.694944532,8.065937694,8.430922167,8.577939198,8.840935831,9.033055924
301,F,2017,2017,Pan de Azucar 220,0,F,EtaMes,55.56679965,59.5377271,57.08165471,59.64436529,58.61691438,56.32035379,57.55860122,58.40363568,58.27875547,50.23669412,47.41656786,53.77874075
302,F,2018,2018,Pan de Azucar 220,0,F,EtaMes,56.84986628,60.8977054,58.37869369,61.00432827,59.9641374,57.59358697,58.86274034,59.72333068,59.64162818,51.61743974,48.73660043,55.56241113
303,F,2019,2019,Pan de Azucar 220,0,F,EtaMes,58.79382182,62.96876372,60.3548547,63.0769915,62.01105178,59.55701645,60.8596621,61.74268813,61.69007884,50.73806431,47.93600052,55.11622368
304,F,2020,2020,Pan de Azucar 220,0,F,EtaMes,58.38648618,62.51209802,59.90659,62.62024198,61.57554163,59.11171896,60.41085257,61.28344186,61.28703301,47.4410095,44.85253121,52.01062806
305,F,2021,2021,Pan de Azucar 220,0,F,EtaMes,55.11885863,58.99173227,56.52847264,59.09959009,58.12378696,55.74399094,57.0027667,57.83129042,57.89225534,47.75773446,45.17585082,52.78897905
306,F,2022,2022,Pan de Azucar 220,0,F,EtaMes,56.01515169,59.9349602,57.42124566,60.04290194,59.06397121,56.6346925,57.90733964,58.74204805,58.84904217,48.17241177,45.58747256,53.5972975
307,F,2023,2023,Pan de Azucar 220,0,F,EtaMes,56.93187594,60.90302416,58.33953745,61.01119976,60.02661463,57.55016055,58.83715609,59.67927818,59.82401862,47.86194191,45.31887341,53.68927596
308,F,2024,2024,Pan de Azucar 220,0,F,EtaMes,57.09248733,61.05821725,58.47819628,61.16617928,60.19101375,57.69090892,58.98058161,59.8196257,60.01075622,48.3329425,45.78338641,54.54952989
309,F,2025,2025,Pan de Azucar 220,0,F,EtaMes,58.05572877,62.07601239,59.4455734,62.1852189,61.20274178,58.64807431,59.95859113,60.80765034,61.03653289,48.69220591,46.14820712,55.39814395
310,F,2026,2026,Pan de Azucar 220,0,F,EtaMes,59.02032983,63.09089415,60.40827956,63.20149022,62.21452011,59.59821973,60.93186191,61.79039311,62.069341,49.41418867,46.84927152,56.54377534
311,F,2027,2027,Pan de Azucar 220,0,F,EtaMes,60.28830705,64.43466044,61.68833574,64.54687645,63.54728537,60.86176656,62.22408293,63.09742931,63.41571986,50.07391019,47.49435852,57.67918047
312,F,2028,2028,Pan de Azucar 220,0,F,EtaMes,61.55630635,65.77640472,62.96490821,65.88983322,64.8793734,62.12380108,63.51329183,64.40028396,64.76386514,50.71228399,48.1187163,58.78195127
313,F,2029,2029,Pan de Azucar 220,0,F,EtaMes,62.78742588,67.07898197,64.20434665,67.19367998,66.17265974,63.34815726,64.76477275,65.66522875,66.07321604,50.12013488,47.56265922,58.45027673
314,F,2030,2030,Pan de Azucar 220,0,F,EtaMes,62.49956079,66.76149503,63.89728145,66.8719066,65.86345649,63.0341545,64.44658414,65.34030098,65.78243573,49.18751063,46.68251943,57.71800084
315,F,2031,*,Pan de Azucar 220,0,F,EtaMes,61.78088683,65.98393292,63.15073358,66.08948562,65.10014018,62.28293362,63.68392305,64.56562933,65.03897884,48.9752409,46.49279332,57.80019678
316,F,2017,2017,Polpaico 220,0,F,EtaMes,171.5920087,181.8058797,175.1643089,186.5854024,166.8993361,160.1629952,181.3880091,143.6959688,161.4759235,177.9190237,165.3222776,200.4550063
317,F,2018,2018,Polpaico 220,0,F,EtaMes,185.6262675,196.6669071,189.5190838,201.8802442,180.5037924,173.1374749,196.1632365,155.4671762,174.6275644,188.6650214,175.3422069,212.7416973
318,F,2019,2019,Polpaico 220,0,F,EtaMes,197.0200824,208.7627862,201.2211611,214.3694706,191.5096919,183.6704788,208.2134334,164.8430756,185.1958253,195.3312539,181.5515807,220.3297884
319,F,2020,2020,Polpaico 220,0,F,EtaMes,204.0519013,216.2254441,208.4345076,222.0643891,198.3189425,190.1942806,215.655413,170.6542431,191.7458794,192.9444385,179.3101116,217.5235511
320,F,2021,2021,Polpaico 220,0,F,EtaMes,201.4523593,213.4445134,205.7123411,219.1455647,195.8209827,187.8011729,212.866087,168.6156398,189.3975496,202.292623,188.0258596,228.2134
321,F,2022,2022,Polpaico 220,0,F,EtaMes,211.3616491,223.9694097,215.8999609,230.0204607,205.3991934,196.9725903,223.3612966,176.7566456,198.5858511,210.3381158,195.5235543,237.3769954
322,F,2023,2023,Polpaico 220,0,F,EtaMes,219.8520698,232.9824372,224.6159523,239.3196157,213.6233695,204.8546152,232.3548084,183.7607934,206.4932537,217.3289816,202.0376626,245.3363746
323,F,2024,2024,Polpaico 220,0,F,EtaMes,227.2271743,240.8103121,232.1841861,247.3935913,220.7671048,211.7005446,240.1641204,189.8499617,213.3642738,226.2182949,210.319294,255.4967069
324,F,2025,2025,Polpaico 220,0,F,EtaMes,236.6575293,250.8200962,241.8409179,257.6928472,229.8917396,220.4338802,250.1071163,197.6293935,222.1213692,237.0359972,220.3915247,267.7781948
325,F,2026,2026,Polpaico 220,0,F,EtaMes,248.0413151,262.890489,253.4923615,270.1166878,240.9207306,230.999895,262.1344464,207.0795788,232.7549085,247.4317888,230.0699849,279.5697694
326,F,2027,2027,Polpaico 220,0,F,EtaMes,258.9714132,274.4764976,264.6717468,282.0354527,251.5128497,241.1476543,273.677253,216.1662534,242.9752946,258.8133905,240.6698507,292.4994496
327,F,2028,2028,Polpaico 220,0,F,EtaMes,270.9566375,287.1855738,276.9421148,295.1205801,263.1222295,252.2692017,286.3414979,226.1071473,254.1653499,269.9823546,251.0702405,305.17487
328,F,2029,2029,Polpaico 220,0,F,EtaMes,282.7060589,299.6414864,288.9635321,307.9382395,274.5070225,263.1764608,298.7523743,235.8663819,265.1471322,274.8263474,255.5850736,310.6891323
329,F,2030,2030,Polpaico 220,0,F,EtaMes,287.8210281,305.063446,294.1976886,313.5244371,279.4557992,267.9146844,304.15296,240.1005862,269.9149119,277.8393378,258.3937927,314.1179989
330,F,2031,*,Polpaico 220,0,F,EtaMes,291.0034321,308.4342208,297.448814,316.9952535,282.5334151,270.8600683,307.5080404,242.7391926,272.8830522,284.0577361,264.1804518,321.1521513
331,F,2017,2017,Puerto Montt 220,0,F,EtaMes,2.745791637,3.892837985,3.892837985,3.892837985,3.892837985,3.892837985,5.353937712,5.353937712,5.353937712,3.487650463,3.487650463,3.487650463
332,F,2018,2018,Puerto Montt 220,0,F,EtaMes,3.487650463,3.487650463,3.487650463,3.487650463,3.487650463,3.487650463,3.487650463,3.487650463,3.487650463,3.573303022,3.573303022,3.573303022
333,F,2019,2019,Puerto Montt 220,0,F,EtaMes,3.573303022,3.573303022,3.573303022,3.573303022,3.573303022,3.573303022,3.573303022,3.573303022,3.573303022,3.643055619,3.643055619,3.643055619
334,F,2020,2020,Puerto Montt 220,0,F,EtaMes,3.643055619,3.643055619,3.643055619,3.643055619,3.643055619,3.643055619,3.643055619,3.643055619,3.643055619,3.709361854,3.709361854,3.709361854
335,F,2021,2021,Puerto Montt 220,0,F,EtaMes,3.709361854,3.709361854,3.709361854,3.709361854,3.709361854,3.709361854,3.709361854,3.709361854,3.709361854,3.776514721,3.776514721,3.776514721
336,F,2022,2022,Puerto Montt 220,0,F,EtaMes,3.776514721,3.776514721,3.776514721,3.776514721,3.776514721,3.776514721,3.776514721,3.776514721,3.776514721,3.833081577,3.833081577,3.833081577
337,F,2023,2023,Puerto Montt 220,0,F,EtaMes,3.833081577,3.833081577,3.833081577,3.833081577,3.833081577,3.833081577,3.833081577,3.833081577,3.833081577,3.887243028,3.887243028,3.887243028
338,F,2024,2024,Puerto Montt 220,0,F,EtaMes,3.887243028,3.887243028,3.887243028,3.887243028,3.887243028,3.887243028,3.887243028,3.887243028,3.887243028,3.986306027,3.986306027,3.986306027
339,F,2025,2025,Puerto Montt 220,0,F,EtaMes,3.986306027,3.986306027,3.986306027,3.986306027,3.986306027,3.986306027,3.986306027,3.986306027,3.986306027,4.111280645,4.111280645,4.111280645
340,F,2026,2026,Puerto Montt 220,0,F,EtaMes,4.111280645,4.111280645,4.111280645,4.111280645,4.111280645,4.111280645,4.111280645,4.111280645,4.111280645,4.230970367,4.230970367,4.230970367
341,F,2027,2027,Puerto Montt 220,0,F,EtaMes,4.230970367,4.230970367,4.230970367,4.230970367,4.230970367,4.230970367,4.230970367,4.230970367,4.230970367,4.345465727,4.345465727,4.345465727
342,F,2028,2028,Puerto Montt 220,0,F,EtaMes,4.345465727,4.345465727,4.345465727,4.345465727,4.345465727,4.345465727,4.345465727,4.345465727,4.345465727,4.460990104,4.460990104,4.460990104
343,F,2029,2029,Puerto Montt 220,0,F,EtaMes,4.460990104,4.460990104,4.460990104,4.460990104,4.460990104,4.460990104,4.460990104,4.460990104,4.460990104,4.439099031,4.439099031,4.439099031
344,F,2030,2030,Puerto Montt 220,0,F,EtaMes,4.439099031,4.439099031,4.439099031,4.439099031,4.439099031,4.439099031,4.439099031,4.439099031,4.439099031,4.398188763,4.398188763,4.398188763
345,F,2031,*,Puerto Montt 220,0,F,EtaMes,4.398188763,4.398188763,4.398188763,4.398188763,4.398188763,4.398188763,4.398188763,4.398188763,4.398188763,4.450963338,4.450963338,4.450963338
346,F,2017,2017,Punta Colorada 220,0,F,EtaMes,0,0,0,0,0,0,0,0,0,3.531035071,3.531035071,3.531035071
347,F,2018,2018,Punta Colorada 220,0,F,EtaMes,3.531035071,3.531035071,3.531035071,3.531035071,3.531035071,3.531035071,3.531035071,3.531035071,3.531035071,9.527349364,9.527349364,9.527349364
348,F,2019,2019,Punta Colorada 220,0,F,EtaMes,9.527349364,9.527349364,9.527349364,9.527349364,9.527349364,9.527349364,9.527349364,9.527349364,9.527349364,51.77126811,51.77126811,51.77126811
349,F,2020,2020,Punta Colorada 220,0,F,EtaMes,51.77126811,51.77126811,51.77126811,51.77126811,51.77126811,51.77126811,51.77126811,51.77126811,51.77126811,101.6220123,101.6220123,101.6220123
350,F,2021,2021,Punta Colorada 220,0,F,EtaMes,101.6220123,101.6220123,101.6220123,101.6220123,101.6220123,101.6220123,101.6220123,101.6220123,101.6220123,102.584508,102.584508,102.584508
351,F,2022,2022,Punta Colorada 220,0,F,EtaMes,102.584508,102.584508,102.584508,102.584508,102.584508,102.584508,102.584508,102.584508,102.584508,102.7678396,102.7678396,102.7678396
352,F,2023,2023,Punta Colorada 220,0,F,EtaMes,102.7678396,102.7678396,102.7678396,102.7678396,102.7678396,102.7678396,102.7678396,102.7678396,102.7678396,105.6077081,105.6077081,105.6077081
353,F,2024,2024,Punta Colorada 220,0,F,EtaMes,105.6077081,105.6077081,105.6077081,105.6077081,105.6077081,105.6077081,105.6077081,105.6077081,105.6077081,105.8586468,105.8586468,105.8586468
354,F,2025,2025,Punta Colorada 220,0,F,EtaMes,105.8586468,105.8586468,105.8586468,105.8586468,105.8586468,105.8586468,105.8586468,105.8586468,105.8586468,106.9386598,106.9386598,106.9386598
355,F,2026,2026,Punta Colorada 220,0,F,EtaMes,106.9386598,106.9386598,106.9386598,106.9386598,106.9386598,106.9386598,106.9386598,106.9386598,106.9386598,107.7255186,107.7255186,107.7255186
356,F,2027,2027,Punta Colorada 220,0,F,EtaMes,107.7255186,107.7255186,107.7255186,107.7255186,107.7255186,107.7255186,107.7255186,107.7255186,107.7255186,108.9809898,108.9809898,108.9809898
357,F,2028,2028,Punta Colorada 220,0,F,EtaMes,108.9809898,108.9809898,108.9809898,108.9809898,108.9809898,108.9809898,108.9809898,108.9809898,108.9809898,110.2094657,110.2094657,110.2094657
358,F,2029,2029,Punta Colorada 220,0,F,EtaMes,110.2094657,110.2094657,110.2094657,110.2094657,110.2094657,110.2094657,110.2094657,110.2094657,110.2094657,108.9201858,108.9201858,108.9201858
359,F,2030,2030,Punta Colorada 220,0,F,EtaMes,108.9201858,108.9201858,108.9201858,108.9201858,108.9201858,108.9201858,108.9201858,108.9201858,108.9201858,106.8424209,106.8424209,106.8424209
360,F,2031,*,Punta Colorada 220,0,F,EtaMes,106.8424209,106.8424209,106.8424209,106.8424209,106.8424209,106.8424209,106.8424209,106.8424209,106.8424209,106.2435119,106.2435119,106.2435119
361,F,2017,2017,Quillota 110,0,F,EtaMes,30.61958629,31.69301788,33.58411288,33.2426032,32.22105576,28.92536944,21.31428131,19.49522214,29.86635381,32.32371134,31.10353821,34.51101016
362,F,2018,2018,Quillota 110,0,F,EtaMes,31.83870259,32.95006433,34.89235983,34.5579955,33.49832551,30.08804905,22.21903045,20.32946074,31.03903944,32.81893772,31.57405269,35.02248239
363,F,2019,2019,Quillota 110,0,F,EtaMes,32.33441769,33.45575804,35.39208835,35.08535428,34.01136324,30.57275735,22.64890752,20.73188899,31.49564128,32.87856845,31.6346655,35.0873525
364,F,2020,2020,Quillota 110,0,F,EtaMes,32.39534789,33.51636962,35.44811223,35.14412745,34.07159579,30.63300434,22.70954643,20.7935417,31.555829,32.80979045,31.57269753,35.01613433
365,F,2021,2021,Quillota 110,0,F,EtaMes,32.32991293,33.44603701,35.36551112,35.06485701,33.99846291,30.57356397,22.68165179,20.77496263,31.4941283,32.71029158,31.4807156,34.91150009
366,F,2022,2022,Quillota 110,0,F,EtaMes,32.23442399,33.34429522,35.24777251,34.9518912,33.89338392,30.4867578,22.63740792,20.74216371,31.40234389,32.50915524,31.29147778,34.69790429
367,F,2023,2023,Quillota 110,0,F,EtaMes,32.03941723,33.13919358,35.01984137,34.73121935,33.68302211,30.30580305,22.52494146,20.64700327,31.21243994,32.28057047,31.07582351,34.455106
368,F,2024,2024,Quillota 110,0,F,EtaMes,31.81731558,32.9060837,34.7623441,34.48106736,33.44419515,30.09923307,22.39338703,20.53440652,30.99631046,32.32090562,31.12430519,34.52852088
369,F,2025,2025,Quillota 110,0,F,EtaMes,31.89101188,32.98352723,34.83591525,34.55476769,33.51504459,30.16345475,22.43927887,20.57559989,31.04731502,32.63928414,31.43666219,34.8724224
370,F,2026,2026,Quillota 110,0,F,EtaMes,32.20872711,33.30907342,35.1705721,34.88935319,33.84362769,30.46615835,22.68197693,20.80623238,31.35911952,32.88926342,31.68388809,35.14403082
371,F,2027,2027,Quillota 110,0,F,EtaMes,32.45903055,33.56487388,35.43208643,35.1507027,34.10118585,30.70463402,22.87575294,20.99224329,31.60619832,33.08275717,31.87678911,35.35523904
372,F,2028,2028,Quillota 110,0,F,EtaMes,32.65375418,33.76305001,35.63216148,35.35145311,34.30012934,30.89076837,23.03173458,21.14390095,31.79900282,33.25295063,32.04772628,35.54181536
373,F,2029,2029,Quillota 110,0,F,EtaMes,32.82572078,33.93752223,35.80691451,35.5272208,34.47483995,31.05531222,23.17214607,21.28162419,31.96980023,32.71234548,31.53351038,34.96840203
374,F,2030,2030,Quillota 110,0,F,EtaMes,32.29613463,33.38657395,35.21573091,34.94351885,33.91263366,30.55640716,22.81864235,20.96586682,31.45693306,32.03778383,30.89042078,34.25220351
375,F,2031,*,Quillota 110,0,F,EtaMes,31.63425572,32.6989002,34.48063781,34.21652802,33.21150348,29.93215322,22.3708976,20.56363629,30.81576207,31.8308068,30.69824269,34.03596031
376,F,2017,2017,Quillota 220,0,F,EtaMes,102.2122626,93.43577086,100.815043,103.8112094,99.16059028,98.12704299,103.9249185,96.09773148,97.34766649,101.7364752,76.39089763,82.41019413
377,F,2018,2018,Quillota 220,0,F,EtaMes,102.8280936,93.99872334,101.4224558,104.4366742,99.75803492,98.71826049,104.5510683,96.67672233,97.93418822,104.0212122,78.10643876,84.26091302
378,F,2019,2019,Quillota 220,0,F,EtaMes,105.1373455,96.1096905,103.7001407,106.7820506,101.9983413,100.9352162,106.8990137,98.84783038,100.1335357,101.0733777,75.89299738,81.87306133
379,F,2020,2020,Quillota 220,0,F,EtaMes,102.1578811,93.38605888,100.7614049,103.7559773,99.10783244,98.07483505,103.8696258,96.04660322,97.29587321,92.95605627,69.79794181,75.29773981
380,F,2021,2021,Quillota 220,0,F,EtaMes,93.95346195,85.88611503,92.66913839,95.42321312,91.14836625,90.19833009,95.52773443,88.33298794,89.48192759,92.74327193,69.63816836,75.12537687
381,F,2022,2022,Quillota 220,0,F,EtaMes,93.73839446,85.68951439,92.45701083,95.20478124,90.93971987,89.99185842,95.3090633,88.13078619,89.27709583,92.88910406,69.74766938,75.24350612
382,F,2023,2023,Quillota 220,0,F,EtaMes,93.88579135,85.82425499,92.60239283,95.35448392,91.08271604,90.13336415,95.45892995,88.26936552,89.41747764,91.35170646,68.59328318,73.99815892
383,F,2024,2024,Quillota 220,0,F,EtaMes,92.33189768,84.40378695,91.06974056,93.77628208,89.57521578,88.64157651,93.87899944,86.80842872,87.93753856,91.5489078,68.74135581,74.15789908
384,F,2025,2025,Quillota 220,0,F,EtaMes,92.53121496,84.58598979,91.26633322,93.97871736,89.7685822,88.83292747,94.08165645,86.99582246,88.12736972,91.25891779,68.52361092,73.92299677
385,F,2026,2026,Quillota 220,0,F,EtaMes,92.2381134,84.31805549,90.97723829,93.68103069,89.48423154,88.55154059,93.78364372,86.72025479,87.84821776,91.93040441,69.02781029,74.46692502
386,F,2027,2027,Quillota 220,0,F,EtaMes,92.91680499,84.93847099,91.64665231,94.37033932,90.14265996,89.20310624,94.47370737,87.35834576,88.49460832,92.38073045,69.36594673,74.83170526
387,F,2028,2028,Quillota 220,0,F,EtaMes,93.37196296,85.35454666,92.09558837,94.83261751,90.58422863,89.64007245,94.93649191,87.78627532,88.92810393,92.79821183,69.6794211,75.16988016
388,F,2029,2029,Quillota 220,0,F,EtaMes,93.79392386,85.74027574,92.51178115,95.26117931,90.99359137,90.04516842,95.36552314,88.18299372,89.32998241,91.1001624,68.40440622,73.79439921
389,F,2030,2030,Quillota 220,0,F,EtaMes,92.07765459,84.17137454,90.81897292,93.51806177,89.32856343,88.39749501,93.62049628,86.56939493,87.69539568,88.76557373,66.65143292,71.90329865
390,F,2031,*,Quillota 220,0,F,EtaMes,89.7180161,82.01434723,88.49159018,91.12151052,87.03937483,86.13216654,91.22131998,84.35091448,85.44805965,87.67854395,65.83521455,71.02276553
391,F,2017,2017,Rahue 220,0,F,EtaMes,1.811542163,1.811542163,1.811542163,1.811542163,1.811542163,1.811542163,1.811542163,1.811542163,1.811542163,1.424775021,1.424775021,1.424775021
392,F,2018,2018,Rahue 220,0,F,EtaMes,1.424775021,1.424775021,1.424775021,1.424775021,1.424775021,1.424775021,1.424775021,1.424775021,1.424775021,1.459379214,1.459379214,1.459379214
393,F,2019,2019,Rahue 220,0,F,EtaMes,1.459379214,1.459379214,1.459379214,1.459379214,1.459379214,1.459379214,1.459379214,1.459379214,1.459379214,1.48816301,1.48816301,1.48816301
394,F,2020,2020,Rahue 220,0,F,EtaMes,1.48816301,1.48816301,1.48816301,1.48816301,1.48816301,1.48816301,1.48816301,1.48816301,1.48816301,1.515705061,1.515705061,1.515705061
395,F,2021,2021,Rahue 220,0,F,EtaMes,1.515705061,1.515705061,1.515705061,1.515705061,1.515705061,1.515705061,1.515705061,1.515705061,1.515705061,1.543931941,1.543931941,1.543931941
396,F,2022,2022,Rahue 220,0,F,EtaMes,1.543931941,1.543931941,1.543931941,1.543931941,1.543931941,1.543931941,1.543931941,1.543931941,1.543931941,1.567382222,1.567382222,1.567382222
397,F,2023,2023,Rahue 220,0,F,EtaMes,1.567382222,1.567382222,1.567382222,1.567382222,1.567382222,1.567382222,1.567382222,1.567382222,1.567382222,1.589873484,1.589873484,1.589873484
398,F,2024,2024,Rahue 220,0,F,EtaMes,1.589873484,1.589873484,1.589873484,1.589873484,1.589873484,1.589873484,1.589873484,1.589873484,1.589873484,1.6315005,1.6315005,1.6315005
399,F,2025,2025,Rahue 220,0,F,EtaMes,1.6315005,1.6315005,1.6315005,1.6315005,1.6315005,1.6315005,1.6315005,1.6315005,1.6315005,1.68470545,1.68470545,1.68470545
400,F,2026,2026,Rahue 220,0,F,EtaMes,1.68470545,1.68470545,1.68470545,1.68470545,1.68470545,1.68470545,1.68470545,1.68470545,1.68470545,1.736328011,1.736328011,1.736328011
401,F,2027,2027,Rahue 220,0,F,EtaMes,1.736328011,1.736328011,1.736328011,1.736328011,1.736328011,1.736328011,1.736328011,1.736328011,1.736328011,1.786165838,1.786165838,1.786165838
402,F,2028,2028,Rahue 220,0,F,EtaMes,1.786165838,1.786165838,1.786165838,1.786165838,1.786165838,1.786165838,1.786165838,1.786165838,1.786165838,1.836526608,1.836526608,1.836526608
403,F,2029,2029,Rahue 220,0,F,EtaMes,1.836526608,1.836526608,1.836526608,1.836526608,1.836526608,1.836526608,1.836526608,1.836526608,1.836526608,1.844807131,1.844807131,1.844807131
404,F,2030,2030,Rahue 220,0,F,EtaMes,1.844807131,1.844807131,1.844807131,1.844807131,1.844807131,1.844807131,1.844807131,1.844807131,1.844807131,1.846307775,1.846307775,1.846307775
405,F,2031,*,Rahue 220,0,F,EtaMes,1.846307775,1.846307775,1.846307775,1.846307775,1.846307775,1.846307775,1.846307775,1.846307775,1.846307775,1.877210463,1.877210463,1.877210463
406,F,2017,2017,Rapel 220,0,F,EtaMes,3.299670069,3.298221258,3.846517687,3.732487974,3.439390966,3.323484174,4.137010686,3.839407772,4.492951167,7.911967447,7.46977441,8.235901609
407,F,2018,2018,Rapel 220,0,F,EtaMes,3.4507361,3.449771707,4.019645122,3.899523393,3.592806409,3.472015789,4.320209137,4.01328288,4.693198972,8.149281217,7.693031042,8.481952314
408,F,2019,2019,Rapel 220,0,F,EtaMes,3.542702095,3.541186722,4.129610091,4.00711817,3.692418883,3.568005967,4.44126356,4.122054737,4.823475216,8.356354019,7.887714406,8.696496233
409,F,2020,2020,Rapel 220,0,F,EtaMes,3.621152638,3.619075213,4.223911564,4.099543427,3.77806858,3.650495072,4.545564312,4.215159083,4.935516587,8.547922941,8.067913628,8.895090528
410,F,2021,2021,Rapel 220,0,F,EtaMes,3.695068138,3.692531322,4.312382716,4.186135788,3.858251404,3.727753859,4.643045386,4.302639044,5.040386831,8.733310964,8.242458108,9.08747377
411,F,2022,2022,Rapel 220,0,F,EtaMes,3.768913926,3.766037309,4.400126895,4.271814399,3.937482959,3.804155571,4.739092518,4.389625153,5.143979214,8.900749752,8.399898012,9.260977375
